ID,Name,Slug,Status,Category,Subcategory,Area,Price Range,Featured,Insider Pick,Best Of,Verified,Description,Insider Tip,Address Description,Hours Text,Phone,WhatsApp,Email,Website,Facebook,Instagram,Latitude,Longitude,Rating,Review Count,Features,Collections,Images,Additional Categories,Additional Locations,Menu Images
b098,RoaCrawl Bar Crawl,roacrawl,active,Nightlife,Night Club,West End,$,no,yes,no,yes,"Organized bar crawl through West End's best nightlife spots with guides, drink specials at each stop, and round-trip transport. Hits Frank's, Booty Bar, and more. $169/person for the ultimate insider's night out — the fastest way to experience it all.",Book in advance - it's the best way to experience West End nightlife in one night.,Starts at West End village,6-hour guided crawl; evenings,,,,,,@roacrawl,16.306548,-86.59236,4.5,50,"Dancing, Social, Late Night, Fun",,business_placeholder,,,
b099,Roots Reggae Bar,roots-reggae-bar,active,Nightlife,Reggae Bar,West End,$,no,no,no,yes,"Authentic reggae bar in West End with Garifuna music, local DJs, and a true Caribbean groove. No cover, cold beers, and a dance floor that feels like the real island. Come for the music, stay for the vibe.",This is where you'll find the most authentic island music.,West End village,Nightly,,,,,,,16.3044,-86.594,,,"Reggae, Local Vibe, Garifuna Music, Dancing",,business_placeholder,,,
b108,Punta Gorda Garifuna Nights,punta-gorda-garifuna-nights,active,Nightlife,Live Music,Punta Gorda,$,no,yes,no,yes,Authentic Garifuna drumming and cultural performances in the traditional village of Punta Gorda. Two-hour shows with traditional dinner under thatch palapas. UNESCO-recognized intangible heritage — a soul-stirring experience you won't find in any resort.,This is the real deal - authentic Garifuna culture you won't find anywhere else.,Punta Gorda village,2-hour performances; check schedule,,,,,,,16.41369,-86.364287,4.5,50,"Garifuna Music, Cultural, Local Vibe, Dancing",,business_placeholder,,,
b111,Bodden Tours,bodden-tours,active,Tours,Island Tour,Coxen Hole,$$,yes,no,yes,yes,"The original Best of Roatan tour operator since 2003. Native guide Victor Bodden offers private island tours, Zip-n-Dip excursions, snorkel trips, ATV adventures, and wheelchair-accessible tours. From $30/person — nobody knows this island better.",The Best of Roatan combo tour is the most popular for a reason.,"Meeting point at cruise port, Coxen Hole",Daily; flexible scheduling,,,,https://www.boddentours.com,,@boddentours,16.313628,-86.544489,4.8,500,"Family Friendly, Local Guide, Shuttle Included, Full Day",,business_placeholder,,,
b112,Gumbalimba Park,gumbalimba-park,active,Tours,Nature Park,West Bay,$$,yes,no,no,yes,"20-acre beachfront nature park in West Bay with Capuchin monkeys, macaws, exotic birds, a cave tour, and a 12-cable zipline course with suspension bridges. Immaculate grounds and experienced guides make this Roatan's must-visit family attraction.",Feed the monkeys and parrots - they're incredibly friendly.,West Bay,Daily 8am–4pm,,,,,,@gumbalimbapark,16.282575,-86.595909,4.5,1525,"Family Friendly, Wildlife, Nature, Beach Access",,business_placeholder,,,
b113,Daniel Johnson's Monkey & Sloth Hangout,daniel-johnsons-monkey-sloth,active,Tours,Nature Park,French Harbour,$$,yes,no,no,yes,"Beloved animal sanctuary in French Cay where you can hold sloths, play with capuchin monkeys, and meet scarlet macaws up close. A rescue and rehabilitation center with respectful, personal animal encounters — the island's most heartwarming experience.","Note: since 2025 guests can no longer hold sloths, but you can still get close.","French Cay, 25 min from cruise port",Mon–Fri 9am–3pm; Sat 9am–1pm; Closed Sun,,,,https://monkeyandslothhangout.com,,@monkeyslothhangout,16.364152,-86.439274,4.8,1000,"Family Friendly, Wildlife, Nature, Eco Friendly",,business_placeholder,,,
b114,South Shore Canopy Zipline,south-shore-zipline,active,Tours,Zipline,West Bay,$$,no,no,no,yes,"Adrenaline-pumping zipline park with 11 cables, 12 platforms, and a 1,300-foot longest line across 28 acres of eco-park. Speeds up to 40 mph, 100 feet above the canopy. 45-minute guided tours with cultural narration. $65–$115.","The Superman line is the longest at 1,300 feet - pure adrenaline.","South Shore, near French Harbour",Daily 8am–3:30pm,,,,,,,16.286686,-86.590769,4.5,1023,"Adventure, Family Friendly, Nature, Ocean View",,business_placeholder,,,
b116,Ruthless Roatan Charters,ruthless-roatan-charters,active,Tours,Fishing,West End,$$,no,no,no,yes,"Deep sea and reef fishing charters from Half Moon Bay — blue marlin, sailfish, mahi-mahi, and wahoo. All trips include catered appetizers, cold beverages, and fresh tuna sashimi if caught. Vintage luxury boats with shade and indoor seating.",The half-day reef fishing trip is great for beginners.,West End dock,"Sunrise, sunset, and full-day trips",,,,,,@ruthlessroatan,16.30571,-86.593,4.8,379,"Deep Sea, Equipment Included, Reef Fishing, Beginner Friendly",,business_placeholder,,,
b118,Roatan Chocolate Factory,roatan-chocolate-factory,active,Tours,Food Tour,West End,$,no,yes,no,yes,"Bean-to-bar chocolate tour using 100% organic Honduran cacao. Watch the full process, sample 12 varieties, or take a hands-on chocolate-making class. Founded 2010 on West End's main street — sweet, educational, and uniquely Roatan.",The tasting at the end is generous - save room.,West End,Daily 8am–5pm; Classes start 2pm,,,,,,@roatanchocolate,16.302202,-86.593814,4.8,300,"Tasting, Family Friendly, Souvenirs, Eco Friendly",,business_placeholder,,,
b119,Roatan Rum Company,roatan-rum-company,active,Tours,Food Tour,West Bay,$,no,no,no,yes,Craft rum distillery between West End and West Bay with free tastings and rum cake samples. The 'Blendatorium' lets you create your own custom rum from 50+ natural extracts ($29–$39). Caribbean Sea views and a fusion bar. A must-stop.,The aged rum tasting flight is worth every penny.,French Harbour area,Mon–Fri 9am–5pm,,,,,,@roatanrum,16.288222,-86.589598,4.5,300,"Tasting, Souvenirs, Local Guide",,business_placeholder,,,
b120,Mangrove Kayak Tours,mangrove-kayak-tours,active,Tours,Kayak Tour,Oak Ridge,$,no,no,no,yes,"Guided kayak tours through the magical mangrove tunnels of Oak Ridge, Roatan's 'Venice.' Paddle past stilt houses, spot incredible birdlife, and explore untouched waterways. Life jackets and snorkel gear included. A peaceful adventure off the tourist trail.",The morning tour has the best light and wildlife activity.,Oak Ridge waterfront,Daily by arrangement; 3–5 hour tours,,,,,,,16.389587,-86.3562,4.5,100,"Nature, Eco Friendly, Equipment Included, Wildlife",,business_placeholder,,,
b122,Horseback Riding Roatan,horseback-riding-roatan,active,Tours,Horseback Riding,Sandy Bay,$$,no,no,no,yes,"Beach horseback riding along Sandy Bay's scenic shores with mangrove and ironshore views. Walk, trot, or gallop over secluded sand with the Caribbean on one side and palms on the other. From $55/person — perfect for first-timers and experienced riders.",The sunset beach ride is the most romantic option.,Sandy Bay area,Daily 1-hour rides; book ahead,,,,,,,16.322067,-86.5785,4.5,100,"Beach Ride, Beginner Friendly, Family Friendly, Ocean View",,business_placeholder,,,
b123,Punta Gorda Cultural Tour,punta-gorda-cultural-tour,active,Tours,Cultural Tour,Punta Gorda,$,no,no,no,yes,"Authentic Garifuna cultural experience in Honduras' oldest village, founded 1797. Traditional punta drumming, local cuisine (Machuca, yucca bread), and Guifity herbal beverages. UNESCO-recognized heritage brought to life by the community that keeps it alive.",The cassava bread making demonstration is fascinating.,"Punta Gorda village, east end",Daily; book ahead,,,,,,,16.41369,-86.364287,4.5,50,"Cultural, Traditional Food, Local Guide, Nature",,business_placeholder,,,
b127,Little French Key,little-french-key,active,Tours,Boat Tour,French Harbour,$$$,yes,no,no,yes,"TripAdvisor's #1-ranked attraction in Roatan. Private island paradise with white sand, in-water palapa tables, a mini zoo, snorkeling, and the underwater Mayatlantis museum. Zero carbon footprint — wind power, rainwater collection. From $118 including lunch, drinks, and transport.",Book the VIP cabana for the ultimate private island experience.,Boat from French Harbour,Daily; 3–5 min boat ride from French Harbour,,,,,,@littlefrenchkey,16.351971,-86.44285,4.8,2000,"Beach Access, Nature, Lunch Included, Adventure",,business_placeholder,,,
b131,Macaw Container Market,macaw-container-market,active,Shop,Market,French Harbour,$,yes,no,yes,yes,"Vibrant shopping village built from recycled shipping containers, 200m east of the airport. Locally made crafts, a brewery, chocolate factory, coffee shop, restaurants, and a liquor store — all supporting Honduran artisans. Free admission, unique vibe.",Browse the handmade jewelry stalls - great prices for unique pieces.,French Harbour,Daily 9am–10pm,,,,,,@macawmarket,16.320278,-86.523541,4.0,7,"Handmade, Local Art, Souvenirs, Budget Friendly",,business_placeholder,,,
b132,Town Center at Port of Roatan,town-center-port-of-roatan,active,Shop,Shopping Center,Coxen Hole,$$,no,no,no,yes,"Duty-free shopping mall at the Port of Roatan cruise terminal. Jewelry, cigars, chocolate, souvenirs, and local artisan gifts spread across 6.5 acres. Serves 580,000+ cruise passengers annually — your first taste of the island.",Duty-free prices on jewelry are actually decent deals.,Port of Roatan cruise terminal,Open with cruise ship schedules,,,,https://www.portofroatan.com,,,16.313628,-86.544489,,,"Duty Free, Souvenirs, Cruise Port, Jewelry",,business_placeholder,,,
b133,Coxen Hole Municipal Market,coxen-hole-municipal-market,active,Shop,Market,Coxen Hole,$,no,yes,no,yes,"The real local market in Coxen Hole — fresh produce, Garifuna crafts, Lenca pottery, and street food. Recently upgraded with modern facilities and organized stalls. Skip the cruise port shops and come here for authentic Honduran goods at local prices.",This is where locals shop - great for authentic souvenirs at local prices.,"Main street, Coxen Hole",Daily; morning hours best,,,,,,,16.31612,-86.53834,,,"Local Market, Produce, Handmade, Budget Friendly",,business_placeholder,,,
b134,Waves of Art,waves-of-art,active,Shop,Art Gallery,West End,$,no,no,no,yes,"Eye-catching folk art gallery in West End supporting fair trade organizations and local artisan co-ops. Custom framing, watercolors, fine art, and unique handmade gifts. Colorful, curated, and deeply connected to Roatan's creative community.",The recycled art pieces made from ocean debris are incredible.,West End village,Mon–Sat,,,,,,@wavesofartroatan,16.3045,-86.594,4.5,50,"Local Art, Handmade, Unique, Eco Friendly",,business_placeholder,,,
b135,Rusty Fish Recycled Island Art,rusty-fish-recycled-art,active,Shop,Art Gallery,West End,$$,no,yes,no,yes,"Beautiful art made from ocean debris and recycled materials collected around Roatan. Founded by Adam Hunt, benefiting 60 local families. Metal pieces, mosaics, and windchimes — each one unique, meaningful, and impossible to find anywhere else.",Every piece has a story - ask the artists about their process.,West End village,Daily,,,,,,@rustyfish,16.304809,-86.593802,4.5,300,"Local Art, Eco Friendly, Unique, Handmade",,business_placeholder,,,
b136,Wild Roatan,wild-roatan,active,Shop,Gift Shop,West End,$$,no,no,no,yes,"Conservation-focused West End shop selling eco-friendly clothing, reef-safe sunscreen, batana oil, natural soaps, and island-branded gear. Proceeds fund wildlife conservation and beach cleanup projects. Shop with purpose.",Every purchase supports reef conservation efforts.,West End village,Daily,,,,,,@wildroatan,16.3044,-86.594,,,"Eco Friendly, Reef Safe, Local Materials, Unique",,business_placeholder,,,
b139,Driftwood Designs,driftwood-designs,active,Shop,Home Decor,West End,$$,no,no,no,yes,"Handcrafted home decor and gifts made from local driftwood, shells, and natural materials. A West End treasure trove of island-made items you won't find at the cruise port. Perfect for a meaningful souvenir.",The driftwood lamps are stunning conversation pieces.,West End village,Daily,,,,,,,16.3047,-86.59385,,,"Handmade, Local Materials, Unique, Eco Friendly",,business_placeholder,,,
b141,Caribbean Cigar Co.,caribbean-cigar-co,active,Shop,Cigar Shop,West Bay,$$,no,no,no,yes,"Hand-rolled Honduran cigars in a relaxed West Bay lounge. Premium Cuban and Honduran selections, comfortable seating, and ocean breezes. The perfect post-dinner ritual for cigar lovers on vacation.",Watch them roll cigars by hand - then smoke one on the deck.,West Bay,Daily,,,,,,,16.282575,-86.5962,,,"Hand Rolled, Honduran Cigars, Lounge, Unique",,business_placeholder,,,
b146,West Bay Beach Gift Shop,west-bay-gift-shop,active,Shop,Gift Shop,West Bay,$,no,no,no,yes,"Beachside souvenir shop with t-shirts, magnets, postcards, and beach accessories right on West Bay.",Grab a Roatan t-shirt and reef-safe sunscreen before hitting the beach.,West Bay Beach entrance,,,,,,,,16.277956,-86.59925,,,"Souvenirs, Budget Friendly, Reef Safe",,business_placeholder,,,
b148,Honduras Coffee Co.,honduras-coffee-shop,active,Shop,Gift Shop,West End,$,no,no,no,yes,"Premium Honduran single-origin coffee beans, gift sets, and brewing gear. Tours on coffee growing, harvesting, and roasting. Take home the taste of Honduras — some of the best specialty coffee in Central America, direct from the source.",Buy a bag of beans to take home - Honduran coffee is world-class.,West End village,Daily,,,,,,,16.3046,-86.5939,,,"Local Market, Souvenirs, Unique, Coffee",,business_placeholder,,,
b151,Infinity Bay Resort,infinity-bay-resort,active,Stay,Resort,West Bay,$$$,yes,no,yes,yes,"Premier West Bay resort with beachfront condos, multiple pools, a full dive center, and direct snorkeling from shore — swim with sea turtles steps from your room. Free breakfast, complimentary kayaks, and the island's most famous beach at your doorstep.",Book an oceanfront room for direct beach access and reef snorkeling.,West Bay Beach,24/7; Check-in 3pm,,,,,,@infinitybayroatan,16.272548,-86.598468,4.0,1013,"Beach Access, Pool, Dive Resort, Restaurant, PADI Certified, Courses, Equipment Rental, Beach, DJ, Dancing, Cocktails",,business_placeholder,drink:Beach Bar | dive:Dive Shop | nightlife:Beach Party,,
b153,Kimpton Grand Roatan,kimpton-grand-roatan,active,Stay,Hotel,West Bay,$$$,yes,no,no,yes,"West Bay's most upscale hotel — 122 rooms, four world-class restaurants, a tranquil spa, and a beachside infinity pool on the world's second-largest barrier reef. Couples rate it 9.4/10. Modern luxury meets Caribbean soul. From $181/night.",The rooftop bar has the best panoramic views of any hotel on the island.,West Bay,"24/7; Check-in 3pm, Check-out 11am",,,,,,@kimptonroatan,16.270654,-86.600593,4.0,1507,"Beachfront, Pool, Spa, Ocean View",,business_placeholder,,,
b154,Arca Roatan,arca-roatan,active,Stay,Resort,West Bay,$$$,no,no,no,yes,"Intimate luxury boutique with only 16 oceanfront rooms — each with king bed, indoor/outdoor showers, and private terrace. Saltwater pool, beachfront restaurant Ahari, and full concierge. Ranked #4 hotel in Bay Islands on TripAdvisor.",With only 16 rooms it feels like your own private resort.,West Bay Beach,24/7; Restaurant 7am–9pm,,,,,,@arcaroatan,16.275083,-86.599202,4.0,111,"Beachfront, Pool, Spa, Quiet",,business_placeholder,,,
b155,Bananarama Dive Resort,bananarama-dive-resort,active,Stay,Dive Resort,West Bay,$,no,no,no,yes,"Budget-friendly beachfront dive resort on West Bay Beach with hammocks on every porch, free breakfast, and a PADI dive center. Day passes just $30. The social hub where divers, backpackers, and sun-seekers converge. From $99/night.",Best budget option directly on West Bay Beach.,West Bay Beach,24/7,,,,,,@bananaramadive,16.27459,-86.598781,4.0,500,"Beach Access, Dive Resort, Budget Friendly, Restaurant, PADI Certified, Shore Diving, Beginner Friendly",,business_placeholder,dive:Dive Shop,,
b156,The Beach House,the-beach-house,active,Stay,Hotel,West End,$$,no,no,no,yes,"Intimate 14-room beachfront boutique hotel considered the best place to stay in West End. Overlooking Half Moon Bay with AC suites, daily made-to-order breakfast, and the acclaimed Mila del Mar restaurant downstairs. From $237/night.",Spring for the oceanview room - Half Moon Bay is your front yard.,"Half Moon Bay, West End",24/7,,,,,,@beachhouseroatan,16.306198,-86.5927,4.0,577,"Beachfront, Restaurant, WiFi, Ocean View",,business_placeholder,,,
b158,Tranquilseas Eco Lodge & Dive Center,tranquilseas-eco-lodge,active,Stay,Eco Lodge,Sandy Bay,$$,no,no,no,yes,"Ranked #1 eco lodge on Roatan with a 9.3/10 on Booking.com. PADI dive resort in Sandy Bay with The Sunken Fish restaurant, outdoor pool, and the friendliest staff on the island. Peaceful, personal, sustainable. From $170/night.",The rooftop sunset terrace is the best spot in Sandy Bay.,Sandy Bay,Front desk 8:30am–6:30pm,,,,,,@tranquilseas,16.322067,-86.578117,4.8,500,"Eco Friendly, Dive Resort, Restaurant, Ocean View, Romantic, Farm to Table",,business_placeholder,eat:Seafood | drink:Rooftop Bar,,
b161,Anthony's Key Resort,anthonys-key-resort,active,Stay,Resort,Sandy Bay,$$,yes,no,no,yes,"Iconic Sandy Bay resort since 1968 — waterfront bungalows, PADI 5-Star dive center, and Atlantic bottlenose dolphin encounters in a natural lagoon. Kayaks, paddleboards, horseback riding, and three daily meals included. Staff remembers your name.",The dolphin dive is a once-in-a-lifetime experience.,Sandy Bay,24/7,,,,https://www.anthonyskey.com,,@anthonyskey,16.32641,-86.571847,4.5,1623,"Dive Resort, Beach Access, Family Friendly, Restaurant, PADI Certified, Full Service, Professional",,business_placeholder,eat:Seafood | dive:Dive Shop,,
b163,Roatan Backpackers' Hostel,roatan-backpackers-hostel,active,Stay,Hostel,Sandy Bay,$,no,no,no,yes,"Sandy Bay hostel with dorms from $18/night, private rooms, a pool with waterfall, and communal kitchen. Near Anthony's Key dolphins and botanical gardens. Owner Mel makes everyone feel at home. The social hub for budget travelers on Roatan.",The pool area is where you'll meet fellow travelers.,Sandy Bay,24/7,,,,,,@roatanbackpackers,16.32,-86.575,4.0,426,"Budget Friendly, Pool, Social, WiFi",,business_placeholder,,,
b165,CoCo View Resort,coco-view-resort,active,Stay,Dive Resort,French Harbour,$$,no,no,no,yes,"Legendary south shore dive resort — the most returned-to in the world. Shore diving 24/7, 150+ dive sites, Mary's Place (voted Best Dive Site 2018), and the Prince Albert wreck. Custom 50-foot boats and a PADI 5-Star dive shop.",The wall dive right off the resort is world-famous.,"South Shore, near French Harbour",24/7,,,,,,,16.359381,-86.432945,4.0,717,"Dive Resort, Beachfront, All Inclusive, Quiet, PADI Certified, Wall Dives, Full Service, Advanced",,business_placeholder,dive:Dive Shop,,
b168,Camp Bay Eco Lodge,camp-bay-eco-lodge,active,Stay,Eco Lodge,Camp Bay,$,no,no,no,yes,"Remote eco-lodge on Roatan's quiet east end — solar-powered, beachfront, and surrounded by wild horses, birds, and iguanas. The island's best kitesurfing, fly fishing for bonefish and tarpon, and pristine reef snorkeling. From $120/night. Truly off the grid.","If you want to truly disconnect, this is the place.","Camp Bay, east end",24/7; arrive before 3pm,,,,,,,16.429201,-86.293666,4.0,221,"Eco Friendly, Solar Powered, Nature, Remote",,business_placeholder,,,
b169,Captain Van's Rentals,captain-vans-rentals,active,Rentals,Scooter Rental,West Bay,$,no,no,yes,yes,"Roatan's most popular scooter and motorcycle rental since 1997. Yamaha 115cc scooters from $35/day, 155cc from $55/day, plus Honda motorcycles and bicycles. West Bay Mall location. Must be 18+ with valid license and riding experience.",The scooter is the best way to explore the island on your own.,Coxen Hole,Daily,,,,https://captainvans.com,,@captainvans,16.282575,-86.595909,4.5,200,"Easy to Drive, Helmets Included, Daily Rates, Free Delivery",,business_placeholder,,,
b173,Roatan PaddleSports Rentals,roatan-paddlesports-rental,active,Rentals,Kayak Rental,West End,$,no,no,no,yes,"Paddleboard and kayak rentals from the West End waterfront at Half Moon Bay. Hourly, daily, weekly, and monthly rates. Professional instruction available. Two locations — the easiest way to get on the water and explore the coastline.",Sunrise paddleboarding in Half Moon Bay is pure magic.,West End waterfront,Daily,,,,,,@roatanpaddlesports,16.30571,-86.593,4.5,100,"Hourly Rates, Paddleboards, Life Jackets, Beginner Friendly",,business_placeholder,,,
b176,Reef Rider Jet Ski Rentals,reef-rider-jet-ski,active,Rentals,Jet Ski,West Bay,$$,no,no,no,yes,"Jet ski rentals on West Bay Beach — $85 for 30 minutes, accommodates 2 riders. Guided tours and free-ride options with Yamaha jet skis. Fuel, insurance, and life jackets included. Minimum age 6 (passenger), 14 (driver with parent).",The guided jet ski tour to the shipwreck is a blast.,West Bay Beach,Daily daylight hours,,,,,,,16.275951,-86.5992,4.5,50,"Safety Briefing, Hourly Rates, Fun, Guided Tours",,business_placeholder,,,
b179,Roatan Ferry Terminal (Galaxy Wave),roatan-ferry-terminal,active,Transport,Ferry,Dixon Cove,$,no,no,yes,yes,"Ferry service connecting Roatan to La Ceiba on the mainland via the Galaxy Wave — a 152-foot catamaran carrying 460 passengers. 75-minute crossing, modern Easy Ticket kiosks, free parking, and cafeteria onboard. Your gateway to the mainland.",Book the early morning ferry for the calmest crossing.,Dixon Cove ferry terminal,La Ceiba→Roatan 9:30am & 4:30pm; Roatan→La Ceiba 7am & 2pm,,,,,,,16.328478,-86.499548,,,"Mainland Connection, La Ceiba, Daily Service, Fixed Schedule",,business_placeholder,,,
b180,West Bay Water Taxi,west-bay-water-taxi,active,Transport,Water Taxi,West End,$,no,no,no,yes,"Water taxi between West End and West Bay Beach — a scenic 10-minute ride through the lagoon for about $3. The fun, fast alternative to the road. Minimum 3 passengers per trip. Catch one at Infinity Bay or Foster's dock.",Only $3-5 per person and way more fun than driving.,West End dock to West Bay Beach,Daily ~7am–sunset; ~60 Lps ($3) daytime,,,,,,,16.30571,-86.593,,,"Scenic, Quick, Budget Friendly, Frequent",,business_placeholder,,,
b189,West Bay Beach,west-bay-beach,active,Beaches,Public Beach,West Bay,$,yes,no,yes,yes,"Roatan's most famous beach — #1 in Central America and ranked 9th globally. Powdery white sand, crystal-clear turquoise water, and the Mesoamerican Barrier Reef just offshore. Restaurants, bars, water sports, and loungers line the shore. The Caribbean dream, realized.",Walk to the far south end for a quieter experience away from the resorts.,West Bay,Open 24/7; dawn–dusk recommended,,,,,,,16.27277,-86.600389,4.8,5000,"White Sand, Snorkeling, Restaurants Nearby, Water Sports",,business_placeholder,,,
b190,Half Moon Bay Beach,half-moon-bay-beach,active,Beaches,Public Beach,West End,$,no,no,no,yes,"Beautiful crescent-shaped beach in the heart of West End with white sand, turquoise water, and reef snorkeling right from shore. Palm-fringed, calm, and walkable from every bar and dive shop in the village. The quintessential West End experience.",The crescent shape protects the bay - great for calm swimming.,"Half Moon Bay, West End",Open 24/7,,,,,,,16.305326,-86.5925,4.5,500,"Snorkeling, Calm Water, White Sand, Family Friendly",,business_placeholder,,,
b191,West End Beach,west-end-beach,active,Beaches,Public Beach,West End,$,no,no,no,yes,"Mile-long relaxed beach along the West End strip, popular with backpackers and divers. Budget accommodations, dive shops, and bars line the shore. Reef close enough to swim to. The laid-back, no-frills side of Roatan's main tourist village.",Rent a kayak and paddle along the coastline at sunset.,"Along the main road, West End",Open 24/7,,,,,,,16.306548,-86.59236,4.0,200,"Kayaking, Water Sports, Restaurants Nearby, Local Secret",,business_placeholder,,,
b192,Tabyana Beach,tabyana-beach,active,Beaches,Beach Club,West Bay,$$,no,no,no,yes,"Rated among the best beaches in the Caribbean with the reef just 70 feet from shore. White sand, crystal-clear water, excellent snorkeling, kayaking, and banana boats. Organized chairs, umbrellas, restrooms, and a restaurant. Popular cruise excursion destination.",The reef is so close you can snorkel to it in minutes.,"West Bay, near the south end",Daily; lounge chair rentals available,,,,,,,16.272309,-86.600281,4.5,1000,"Snorkeling, Chair Rental, Bar, Restaurant",,business_placeholder,,,
b193,Camp Bay Beach,camp-bay-beach,active,Beaches,Public Beach,Camp Bay,$,no,no,no,yes,"The longest completely natural beach on Roatan — 2.5 miles of pristine white sand on the quiet northeast coast. Gentle waves, zero crowds, and untouched beauty. Bring your own everything. The island's best-kept secret for tranquility seekers.",Worth the drive for a true deserted beach experience.,"Camp Bay, east end of island",Open 24/7; free admission,,,,,,,16.4295,-86.293,4.5,100,"Secluded, Long Beach, Natural, Uncrowded",,business_placeholder,,,
b195,Beach Club Roatan (Palm Beach),beach-club-roatan,active,Beaches,Beach Club,Johnson Bight,$$,no,no,no,yes,"Spacious 150,000 sq ft private beach club on the north shore at Johnson Bight. Horseback riding, snorkeling, jet skiing, kayaking, and Lionfish Louie's restaurant. Day passes include roundtrip transport from cruise ports. 1.5 miles from Mahogany Bay.",The horseback ride on the beach is unforgettable.,"Palm Beach, West Bay area",Daily; day passes available,,,,,,@beachclubroatan,16.365,-86.457,4.0,100,"Water Sports, Chair Rental, Bar, Restaurant",,business_placeholder,,,
b197,Punta Gorda Beach,punta-gorda-beach,active,Beaches,Public Beach,Punta Gorda,$,no,no,no,yes,"Beach at Honduras' oldest Garifuna settlement, founded ~1797. Cultural significance meets Caribbean sand. Traditional huts, drum ceremonies, and yucca bread alongside gentle waves. A living connection to Roatan's Afro-Caribbean heritage — not just a beach, a story.",Combine a beach day with a Garifuna cultural tour.,"Punta Gorda village, east end",Open 24/7,,,,,,,16.4152,-86.3635,4.0,50,"Cultural, Local Food, Quiet, Natural",,business_placeholder,,,
b199,Mahogany Bay Beach,mahogany-bay-beach,active,Beaches,Beach Club,Dixon Cove,$$,no,no,no,yes,"Manmade beach at the Carnival cruise port with 20 acres to explore, lounge chairs, food, and water activities.","If you're on a cruise, the beach pass is the easiest option.",Mahogany Bay cruise terminal,,,,,,,,16.327284,-86.497444,,,"Chair Rental, Water Sports, Restaurant, Family Friendly",,business_placeholder,,,
